CustomerNo,Recency,Frequency,Monetary,R_score,F_score,M_score,RFM_segment,RFM_score,Segment
13787.0,76,2,3770.33,4,1,3,413,8,Potential Loyalist
13790.0,5,1,4579.84,5,1,3,513,9,Loyal Customers
13791.0,44,3,6341.639999999999,5,1,3,513,9,Loyal Customers
13792.0,67,2,1143.31,5,1,1,511,7,Potential Loyalist
13798.0,2,63,244014.56,5,2,5,525,12,Champions
13799.0,117,3,4942.19,4,1,3,413,8,Potential Loyalist
13800.0,310,1,3964.64,1,1,3,113,5,At Risk
13801.0,67,1,2054.58,5,1,2,512,8,Potential Loyalist
13802.0,139,6,22643.3,4,1,5,415,10,Loyal Customers
13803.0,256,1,1524.14,2,1,2,212,5,At Risk
13804.0,31,7,17637.67,5,1,5,515,11,Loyal Customers
13805.0,53,2,20420.4,5,1,5,515,11,Loyal Customers
13806.0,64,1,836.74,5,1,1,511,7,Potential Loyalist
13807.0,368,1,484.38,1,1,1,111,3,At Risk
13808.0,6,5,8921.78,5,1,4,514,10,Loyal Customers
13809.0,306,1,456.12,1,1,1,111,3,At Risk
13810.0,29,2,3994.81,5,1,3,513,9,Loyal Customers
13811.0,184,2,1178.73,3,1,1,311,5,At Risk
13812.0,43,4,11041.64,5,1,4,514,10,Loyal Customers
13813.0,40,5,6512.3099999999995,5,1,3,513,9,Loyal Customers
13814.0,57,3,10435.519999999999,5,1,4,514,10,Loyal Customers
13815.0,23,5,27348.55,5,1,5,515,11,Loyal Customers
13816.0,24,4,3118.9,5,1,2,512,8,Potential Loyalist
13817.0,30,2,2345.98,5,1,2,512,8,Potential Loyalist
13819.0,302,3,11515.72,1,1,4,114,6,Potential Loyalist
13821.0,145,2,1777.87,4,1,2,412,7,Potential Loyalist
13822.0,6,2,6354.8099999999995,5,1,3,513,9,Loyal Customers
13823.0,19,2,5480.74,5,1,3,513,9,Loyal Customers
13824.0,33,5,8956.25,5,1,4,514,10,Loyal Customers
13825.0,353,1,34.87,1,1,1,111,3,At Risk
13826.0,159,3,3142.67,3,1,2,312,6,Potential Loyalist
13827.0,58,3,1834.41,5,1,2,512,8,Potential Loyalist
13828.0,23,3,3921.1099999999997,5,1,3,513,9,Loyal Customers
13829.0,360,1,-227.52,1,1,1,111,3,At Risk
13831.0,17,6,9076.69,5,1,4,514,10,Loyal Customers
13832.0,18,3,17589.95,5,1,5,515,11,Loyal Customers
13833.0,15,2,7376.38,5,1,4,514,10,Loyal Customers
13835.0,26,6,10333.31,5,1,4,514,10,Loyal Customers
13837.0,212,2,2101.35,3,1,2,312,6,Potential Loyalist
13838.0,6,4,2697.59,5,1,2,512,8,Potential Loyalist
13839.0,353,1,26.34,1,1,1,111,3,At Risk
13841.0,102,2,6867.86,4,1,4,414,9,Loyal Customers
13842.0,15,10,21479.72,5,1,5,515,11,Loyal Customers
13844.0,12,1,1213.24,5,1,1,511,7,Potential Loyalist
13845.0,65,1,2185.9399999999996,5,1,2,512,8,Potential Loyalist
13846.0,25,4,4794.22,5,1,3,513,9,Loyal Customers
13847.0,102,1,95.72,4,1,1,411,6,Potential Loyalist
13848.0,93,3,39218.0,4,1,5,415,10,Loyal Customers
13849.0,52,2,11748.539999999999,5,1,4,514,10,Loyal Customers
13850.0,89,2,10042.83,4,1,4,414,9,Loyal Customers
13851.0,96,3,20194.78,4,1,5,415,10,Loyal Customers
13853.0,9,2,4141.54,5,1,3,513,9,Loyal Customers
13854.0,9,29,30435.19,5,1,5,515,11,Loyal Customers
13856.0,169,5,5334.2,3,1,3,313,7,Potential Loyalist
13857.0,205,1,1735.48,3,1,2,312,6,Potential Loyalist
13858.0,58,1,990.23,5,1,1,511,7,Potential Loyalist
13859.0,327,1,1528.3,1,1,2,112,4,At Risk
13860.0,2,6,5242.76,5,1,3,513,9,Loyal Customers
13862.0,19,11,18680.85,5,1,5,515,11,Loyal Customers
13863.0,246,2,2486.2799999999997,2,1,2,212,5,At Risk
13864.0,159,1,5233.44,3,1,3,313,7,Potential Loyalist
13865.0,59,6,8217.03,5,1,4,514,10,Loyal Customers
13866.0,75,1,733.42,5,1,1,511,7,Potential Loyalist
13867.0,32,3,5791.41,5,1,3,513,9,Loyal Customers
13868.0,8,2,14315.02,5,1,4,514,10,Loyal Customers
13869.0,124,5,24202.07,4,1,5,415,10,Loyal Customers
13870.0,3,10,15661.26,5,1,5,515,11,Loyal Customers
13871.0,23,16,36341.32,5,1,5,515,11,Loyal Customers
13873.0,120,4,1805.74,4,1,2,412,7,Potential Loyalist
13874.0,359,1,2398.74,1,1,2,112,4,At Risk
13875.0,54,5,14111.67,5,1,4,514,10,Loyal Customers
13876.0,64,1,494.72,5,1,1,511,7,Potential Loyalist
13877.0,87,1,1227.6,4,1,1,411,6,Potential Loyalist
13878.0,55,1,6048.76,5,1,3,513,9,Loyal Customers
13880.0,22,13,22000.28,5,1,5,515,11,Loyal Customers
13881.0,4,22,111180.22,5,1,5,515,11,Loyal Customers
13882.0,3,6,8494.47,5,1,4,514,10,Loyal Customers
13883.0,2,9,13745.43,5,1,4,514,10,Loyal Customers
13884.0,8,6,3307.37,5,1,3,513,9,Loyal Customers
13885.0,190,2,2384.75,3,1,2,312,6,Potential Loyalist
13886.0,72,1,1540.98,5,1,2,512,8,Potential Loyalist
13887.0,205,1,1865.03,3,1,2,312,6,Potential Loyalist
13888.0,120,2,3213.83,4,1,2,412,7,Potential Loyalist
13889.0,93,1,1923.53,4,1,2,412,7,Potential Loyalist
13890.0,2,15,14596.529999999999,5,1,5,515,11,Loyal Customers
13892.0,27,5,10979.14,5,1,4,514,10,Loyal Customers
13893.0,298,1,2788.7,2,1,2,212,5,At Risk
13894.0,23,6,13266.78,5,1,4,514,10,Loyal Customers
13895.0,22,5,16513.2,5,1,5,515,11,Loyal Customers
13896.0,242,1,27.36,2,1,1,211,4,At Risk
13897.0,51,1,2299.56,5,1,2,512,8,Potential Loyalist
13898.0,65,2,8857.76,5,1,4,514,10,Loyal Customers
13899.0,17,2,1802.62,5,1,2,512,8,Potential Loyalist
13900.0,142,4,5128.45,4,1,3,413,8,Potential Loyalist
13901.0,73,6,20973.73,5,1,5,515,11,Loyal Customers
13904.0,38,2,3743.58,5,1,3,513,9,Loyal Customers
13906.0,312,1,6911.11,1,1,4,114,6,Potential Loyalist
13908.0,80,5,17372.25,4,1,5,415,10,Loyal Customers
13911.0,58,9,30575.78,5,1,5,515,11,Loyal Customers
13914.0,4,3,3150.2,5,1,2,512,8,Potential Loyalist
13916.0,39,1,186.89,5,1,1,511,7,Potential Loyalist
13917.0,50,2,2615.5,5,1,2,512,8,Potential Loyalist
13918.0,50,2,12929.92,5,1,4,514,10,Loyal Customers
13919.0,54,3,4780.68,5,1,3,513,9,Loyal Customers
13922.0,352,1,1129.72,1,1,1,111,3,At Risk
13923.0,54,2,13041.5,5,1,4,514,10,Loyal Customers
13924.0,2,11,13172.09,5,1,4,514,10,Loyal Customers
13925.0,37,6,3983.4,5,1,3,513,9,Loyal Customers
13926.0,24,1,1295.26,5,1,1,511,7,Potential Loyalist
13927.0,75,1,2303.44,5,1,2,512,8,Potential Loyalist
13928.0,11,5,1683.76,5,1,2,512,8,Potential Loyalist
13929.0,170,3,2247.56,3,1,2,312,6,Potential Loyalist
13930.0,58,2,3153.7799999999997,5,1,2,512,8,Potential Loyalist
13931.0,86,3,7787.56,4,1,4,414,9,Loyal Customers
13932.0,295,1,1052.85,2,1,1,211,4,At Risk
13933.0,110,2,2725.2,4,1,2,412,7,Potential Loyalist
13934.0,264,1,4942.39,2,1,3,213,6,Potential Loyalist
13936.0,172,3,4107.23,3,1,3,313,7,Potential Loyalist
13937.0,170,1,1423.44,3,1,1,311,5,At Risk
13938.0,36,1,790.88,5,1,1,511,7,Potential Loyalist
13939.0,24,4,9211.37,5,1,4,514,10,Loyal Customers
13940.0,13,5,10167.630000000001,5,1,4,514,10,Loyal Customers
13941.0,22,7,28681.27,5,1,5,515,11,Loyal Customers
13946.0,80,3,5115.68,4,1,3,413,8,Potential Loyalist
13947.0,27,2,9025.62,5,1,4,514,10,Loyal Customers
13948.0,361,1,514.6,1,1,1,111,3,At Risk
13949.0,3,7,30393.34,5,1,5,515,11,Loyal Customers
13950.0,12,5,3132.44,5,1,2,512,8,Potential Loyalist
13951.0,177,4,5500.99,3,1,3,313,7,Potential Loyalist
13952.0,86,4,27296.48,4,1,5,415,10,Loyal Customers
13953.0,8,7,29945.4,5,1,5,515,11,Loyal Customers
13954.0,2,3,1203.6,5,1,1,511,7,Potential Loyalist
13955.0,121,3,35765.21,4,1,5,415,10,Loyal Customers
13956.0,6,5,5653.57,5,1,3,513,9,Loyal Customers
13957.0,197,1,421.3,3,1,1,311,5,At Risk
13958.0,352,2,27689.41,1,1,5,115,7,Potential Loyalist
13959.0,80,3,4247.2,4,1,3,413,8,Potential Loyalist
13960.0,22,2,1691.48,5,1,2,512,8,Potential Loyalist
13962.0,22,2,1065.54,5,1,1,511,7,Potential Loyalist
13963.0,233,5,5350.48,2,1,3,213,6,Potential Loyalist
13967.0,146,1,513.18,4,1,1,411,6,Potential Loyalist
13969.0,8,20,46131.86,5,1,5,515,11,Loyal Customers
13971.0,9,11,20321.83,5,1,5,515,11,Loyal Customers
13972.0,71,3,7422.17,5,1,4,514,10,Loyal Customers
13973.0,288,1,1327.31,2,1,1,211,4,At Risk
13974.0,50,1,2726.87,5,1,2,512,8,Potential Loyalist
13975.0,32,7,18981.41,5,1,5,515,11,Loyal Customers
13976.0,207,1,1945.26,3,1,2,312,6,Potential Loyalist
13977.0,267,1,1712.55,2,1,2,212,5,At Risk
13978.0,15,2,3337.28,5,1,3,513,9,Loyal Customers
13979.0,74,1,6698.66,5,1,4,514,10,Loyal Customers
13980.0,61,1,1968.0600000000002,5,1,2,512,8,Potential Loyalist
13982.0,40,5,13447.44,5,1,4,514,10,Loyal Customers
13983.0,30,13,14646.42,5,1,5,515,11,Loyal Customers
13984.0,27,6,3277.9,5,1,3,513,9,Loyal Customers
13985.0,5,16,34917.08,5,1,5,515,11,Loyal Customers
13986.0,18,1,4735.759999999999,5,1,3,513,9,Loyal Customers
13988.0,20,9,34661.73,5,1,5,515,11,Loyal Customers
13989.0,66,2,14169.75,5,1,4,514,10,Loyal Customers
13990.0,214,2,2409.04,3,1,2,312,6,Potential Loyalist
13991.0,13,7,9053.15,5,1,4,514,10,Loyal Customers
13992.0,31,2,772.66,5,1,1,511,7,Potential Loyalist
13993.0,33,12,12428.43,5,1,4,514,10,Loyal Customers
13994.0,4,6,11664.44,5,1,4,514,10,Loyal Customers
13995.0,16,7,8303.39,5,1,4,514,10,Loyal Customers
13999.0,11,16,24243.47,5,1,5,515,11,Loyal Customers
14000.0,141,5,14173.25,4,1,4,414,9,Loyal Customers
14001.0,46,3,9352.28,5,1,4,514,10,Loyal Customers
14002.0,135,3,9544.43,4,1,4,414,9,Loyal Customers
14004.0,44,8,28123.01,5,1,5,515,11,Loyal Customers
14005.0,10,6,23383.99,5,1,5,515,11,Loyal Customers
14006.0,116,4,6434.95,4,1,3,413,8,Potential Loyalist
14009.0,199,4,4220.33,3,1,3,313,7,Potential Loyalist
14012.0,278,1,1977.2399999999998,2,1,2,212,5,At Risk
14013.0,111,3,4973.74,4,1,3,413,8,Potential Loyalist
14014.0,78,1,11547.220000000001,4,1,4,414,9,Loyal Customers
14015.0,53,1,4815.06,5,1,3,513,9,Loyal Customers
14016.0,155,5,26096.579999999998,3,1,5,315,9,Loyal Customers
14018.0,110,1,55.599999999999994,4,1,1,411,6,Potential Loyalist
14019.0,47,4,12033.1,5,1,4,514,10,Loyal Customers
14020.0,17,2,4074.1099999999997,5,1,3,513,9,Loyal Customers
14021.0,156,3,2615.32,3,1,2,312,6,Potential Loyalist
14022.0,226,1,5442.76,2,1,3,213,6,Potential Loyalist
14023.0,8,2,3072.97,5,1,2,512,8,Potential Loyalist
14024.0,122,2,1625.5,4,1,2,412,7,Potential Loyalist
14025.0,267,1,14.09,2,1,1,211,4,At Risk
14027.0,61,1,742.96,5,1,1,511,7,Potential Loyalist
14029.0,64,2,2508.62,5,1,2,512,8,Potential Loyalist
14030.0,19,8,17560.23,5,1,5,515,11,Loyal Customers
14031.0,8,22,67393.81,5,1,5,515,11,Loyal Customers
14032.0,3,18,22511.78,5,1,5,515,11,Loyal Customers
14034.0,23,4,3719.44,5,1,3,513,9,Loyal Customers
14035.0,29,5,8999.03,5,1,4,514,10,Loyal Customers
14036.0,285,1,3266.67,2,1,3,213,6,Potential Loyalist
14037.0,177,2,610.31,3,1,1,311,5,At Risk
14038.0,79,4,8986.48,4,1,4,414,9,Loyal Customers
14039.0,34,2,1834.58,5,1,2,512,8,Potential Loyalist
14040.0,41,14,15972.699999999999,5,1,5,515,11,Loyal Customers
14041.0,267,1,1108.37,2,1,1,211,4,At Risk
14042.0,158,1,536.73,3,1,1,311,5,At Risk
14044.0,27,4,3564.86,5,1,3,513,9,Loyal Customers
14045.0,110,4,7183.66,4,1,4,414,9,Loyal Customers
14046.0,285,1,4696.57,2,1,3,213,6,Potential Loyalist
14047.0,9,7,4324.07,5,1,3,513,9,Loyal Customers
14048.0,278,2,3192.98,2,1,2,212,5,At Risk
14049.0,17,6,34976.65,5,1,5,515,11,Loyal Customers
14050.0,32,2,7428.4,5,1,4,514,10,Loyal Customers
14051.0,1,26,45509.880000000005,5,1,5,515,11,Loyal Customers
14052.0,20,1,1047.99,5,1,1,511,7,Potential Loyalist
14053.0,125,2,2470.75,4,1,2,412,7,Potential Loyalist
14054.0,66,1,431.7,5,1,1,511,7,Potential Loyalist
14055.0,107,2,2973.58,4,1,2,412,7,Potential Loyalist
14056.0,2,30,47552.06,5,1,5,515,11,Loyal Customers
14057.0,24,18,52083.06,5,1,5,515,11,Loyal Customers
14059.0,267,1,1500.04,2,1,2,212,5,At Risk
14060.0,5,20,60282.42,5,1,5,515,11,Loyal Customers
14062.0,10,12,58384.630000000005,5,1,5,515,11,Loyal Customers
14064.0,30,7,14865.609999999999,5,1,5,515,11,Loyal Customers
14066.0,18,2,1009.27,5,1,1,511,7,Potential Loyalist
14067.0,64,2,4065.6,5,1,3,513,9,Loyal Customers
14068.0,321,1,1020.65,1,1,1,111,3,At Risk
14070.0,360,1,286.91999999999996,1,1,1,111,3,At Risk
14071.0,4,9,9382.42,5,1,4,514,10,Loyal Customers
14072.0,93,1,100.2,4,1,1,411,6,Potential Loyalist
14073.0,22,2,1455.06,5,1,2,512,8,Potential Loyalist
14075.0,5,3,7542.58,5,1,4,514,10,Loyal Customers
14076.0,130,1,919.7099999999999,4,1,1,411,6,Potential Loyalist
14077.0,41,5,3228.79,5,1,3,513,9,Loyal Customers
14078.0,102,6,4253.02,4,1,3,413,8,Potential Loyalist
14079.0,125,1,3469.39,4,1,3,413,8,Potential Loyalist
14080.0,33,2,1791.61,5,1,2,512,8,Potential Loyalist
14081.0,268,4,6950.96,2,1,4,214,7,Potential Loyalist
14082.0,58,3,7380.01,5,1,4,514,10,Loyal Customers
14083.0,5,10,7254.12,5,1,4,514,10,Loyal Customers
14084.0,32,1,48.53,5,1,1,511,7,Potential Loyalist
14085.0,3,20,34328.3,5,1,5,515,11,Loyal Customers
14087.0,3,2,1687.56,5,1,2,512,8,Potential Loyalist
14088.0,11,14,151574.08,5,1,5,515,11,Loyal Customers
14089.0,57,1,1526.04,5,1,2,512,8,Potential Loyalist
14090.0,325,1,816.48,1,1,1,111,3,At Risk
14092.0,8,17,23850.35,5,1,5,515,11,Loyal Customers
14093.0,13,1,2707.52,5,1,2,512,8,Potential Loyalist
14096.0,5,17,177814.26,5,1,5,515,11,Loyal Customers
14097.0,51,2,4201.71,5,1,3,513,9,Loyal Customers
14098.0,37,1,1210.81,5,1,1,511,7,Potential Loyalist
14099.0,17,12,24926.75,5,1,5,515,11,Loyal Customers
14100.0,138,1,842.4499999999999,4,1,1,411,6,Potential Loyalist
14101.0,74,6,77295.36,5,1,5,515,11,Loyal Customers
14102.0,6,8,7225.969999999999,5,1,4,514,10,Loyal Customers
14104.0,155,2,870.83,3,1,1,311,5,At Risk
14105.0,86,2,9470.47,4,1,4,414,9,Loyal Customers
14107.0,52,8,20369.41,5,1,5,515,11,Loyal Customers
14108.0,31,3,4503.78,5,1,3,513,9,Loyal Customers
14109.0,24,2,656.12,5,1,1,511,7,Potential Loyalist
14110.0,4,13,27936.25,5,1,5,515,11,Loyal Customers
14111.0,15,5,3936.8,5,1,3,513,9,Loyal Customers
14112.0,23,12,16461.52,5,1,5,515,11,Loyal Customers
14113.0,4,8,6742.5199999999995,5,1,4,514,10,Loyal Customers
14114.0,274,2,1431.34,2,1,2,212,5,At Risk
14115.0,193,1,4686.71,3,1,3,313,7,Potential Loyalist
14116.0,20,5,8663.42,5,1,4,514,10,Loyal Customers
14117.0,144,1,830.1599999999999,4,1,1,411,6,Potential Loyalist
14119.0,57,2,8302.17,5,1,4,514,10,Loyal Customers
14121.0,4,6,18751.6,5,1,5,515,11,Loyal Customers
14124.0,85,1,17016.46,4,1,5,415,10,Loyal Customers
14125.0,11,3,17835.65,5,1,5,515,11,Loyal Customers
14126.0,8,4,2772.67,5,1,2,512,8,Potential Loyalist
14127.0,123,4,3781.58,4,1,3,413,8,Potential Loyalist
14128.0,61,2,6364.96,5,1,3,513,9,Loyal Customers
14129.0,2,5,6714.0,5,1,4,514,10,Loyal Customers
14130.0,320,1,3114.67,1,1,2,112,4,At Risk
14132.0,3,12,35373.09,5,1,5,515,11,Loyal Customers
14133.0,130,5,4110.25,4,1,3,413,8,Potential Loyalist
14135.0,2,16,43102.87,5,1,5,515,11,Loyal Customers
14137.0,319,1,164.07999999999998,1,1,1,111,3,At Risk
14138.0,2,2,5978.09,5,1,3,513,9,Loyal Customers
14139.0,47,1,5653.62,5,1,3,513,9,Loyal Customers
14140.0,4,3,7748.66,5,1,4,514,10,Loyal Customers
14141.0,3,6,3890.93,5,1,3,513,9,Loyal Customers
14142.0,374,1,3528.16,1,1,3,113,5,At Risk
14143.0,134,1,426.12,4,1,1,411,6,Potential Loyalist
14145.0,47,4,7905.120000000001,5,1,4,514,10,Loyal Customers
14146.0,8,7,25093.670000000002,5,1,5,515,11,Loyal Customers
14147.0,50,3,1463.92,5,1,2,512,8,Potential Loyalist
14148.0,8,2,1020.51,5,1,1,511,7,Potential Loyalist
14149.0,17,4,8227.11,5,1,4,514,10,Loyal Customers
14150.0,22,3,27122.37,5,1,5,515,11,Loyal Customers
14152.0,76,3,7728.5599999999995,4,1,4,414,9,Loyal Customers
14154.0,240,2,6144.86,2,1,3,213,6,Potential Loyalist
14155.0,267,1,328.9,2,1,1,211,4,At Risk
14156.0,10,64,683106.77,5,2,5,525,12,Champions
14157.0,20,3,3067.09,5,1,2,512,8,Potential Loyalist
14158.0,41,1,8275.56,5,1,4,514,10,Loyal Customers
14159.0,20,14,46502.18,5,1,5,515,11,Loyal Customers
14160.0,285,1,41.0,2,1,1,211,4,At Risk
14161.0,216,3,5633.21,3,1,3,313,7,Potential Loyalist
14162.0,174,2,1752.01,3,1,2,312,6,Potential Loyalist
14163.0,88,4,11430.58,4,1,4,414,9,Loyal Customers
14164.0,71,3,11711.539999999999,5,1,4,514,10,Loyal Customers
14165.0,276,1,666.62,2,1,1,211,4,At Risk
14167.0,40,4,2083.7999999999997,5,1,2,512,8,Potential Loyalist
14168.0,256,1,907.25,2,1,1,211,4,At Risk
14171.0,99,1,2084.49,4,1,2,412,7,Potential Loyalist
14173.0,11,4,1441.76,5,1,2,512,8,Potential Loyalist
14174.0,34,1,1088.92,5,1,1,511,7,Potential Loyalist
14175.0,52,7,18159.69,5,1,5,515,11,Loyal Customers
14176.0,43,7,2830.66,5,1,2,512,8,Potential Loyalist
14177.0,85,5,2638.57,4,1,2,412,7,Potential Loyalist
14178.0,9,7,14537.95,5,1,5,515,11,Loyal Customers
14179.0,41,2,3911.76,5,1,3,513,9,Loyal Customers
14180.0,11,31,11775.91,5,1,4,514,10,Loyal Customers
14181.0,247,1,84.64,2,1,1,211,4,At Risk
14184.0,67,1,1766.0,5,1,2,512,8,Potential Loyalist
14185.0,332,1,264.1,1,1,1,111,3,At Risk
14186.0,339,1,59.39,1,1,1,111,3,At Risk
14188.0,9,11,9727.9,5,1,4,514,10,Loyal Customers
14189.0,3,24,42154.33,5,1,5,515,11,Loyal Customers
14191.0,2,14,35304.36,5,1,5,515,11,Loyal Customers
14193.0,68,3,12182.42,5,1,4,514,10,Loyal Customers
14194.0,5,33,71166.93,5,1,5,515,11,Loyal Customers
14195.0,120,4,13254.6,4,1,4,414,9,Loyal Customers
14196.0,107,1,1799.04,4,1,2,412,7,Potential Loyalist
14198.0,5,7,3574.49,5,1,3,513,9,Loyal Customers
14199.0,219,1,476.96,3,1,1,311,5,At Risk
14200.0,309,1,1371.41,1,1,1,111,3,At Risk
14201.0,61,9,6568.860000000001,5,1,3,513,9,Loyal Customers
14202.0,296,1,1060.34,2,1,1,211,4,At Risk
14203.0,256,1,78231.14,2,1,5,215,8,Potential Loyalist
14204.0,3,1,445.68,5,1,1,511,7,Potential Loyalist
14205.0,17,4,2169.81,5,1,2,512,8,Potential Loyalist
14206.0,240,3,4464.57,2,1,3,213,6,Potential Loyalist
14208.0,95,1,1323.8999999999999,4,1,1,411,6,Potential Loyalist
14209.0,11,8,17386.47,5,1,5,515,11,Loyal Customers
14210.0,92,7,9299.57,4,1,4,414,9,Loyal Customers
14211.0,54,13,13723.55,5,1,4,514,10,Loyal Customers
14212.0,90,1,11732.72,4,1,4,414,9,Loyal Customers
14213.0,372,1,-3722.46,1,1,1,111,3,At Risk
14214.0,31,9,14661.08,5,1,5,515,11,Loyal Customers
14215.0,12,7,12905.84,5,1,4,514,10,Loyal Customers
14216.0,4,4,5248.0,5,1,3,513,9,Loyal Customers
14217.0,2,24,7998.19,5,1,4,514,10,Loyal Customers
14218.0,43,1,1689.66,5,1,2,512,8,Potential Loyalist
14219.0,5,1,564.72,5,1,1,511,7,Potential Loyalist
14220.0,248,3,3449.67,2,1,3,213,6,Potential Loyalist
14221.0,43,10,25905.1,5,1,5,515,11,Loyal Customers
14222.0,178,1,6616.25,3,1,3,313,7,Potential Loyalist
14223.0,93,4,6974.9,4,1,4,414,9,Loyal Customers
14224.0,92,5,6027.099999999999,4,1,3,413,8,Potential Loyalist
14226.0,29,7,15452.83,5,1,5,515,11,Loyal Customers
14227.0,27,15,18405.44,5,1,5,515,11,Loyal Customers
14229.0,52,5,7534.19,5,1,4,514,10,Loyal Customers
14231.0,180,5,4474.72,3,1,3,313,7,Potential Loyalist
14232.0,32,9,25650.079999999998,5,1,5,515,11,Loyal Customers
14233.0,44,5,8301.69,5,1,4,514,10,Loyal Customers
14234.0,23,5,17436.04,5,1,5,515,11,Loyal Customers
14235.0,11,6,20856.66,5,1,5,515,11,Loyal Customers
14236.0,81,3,3925.52,4,1,3,413,8,Potential Loyalist
14237.0,309,2,8650.66,1,1,4,114,6,Potential Loyalist
14238.0,327,1,1288.33,1,1,1,111,3,At Risk
14239.0,44,14,11156.65,5,1,4,514,10,Loyal Customers
14240.0,31,2,5196.67,5,1,3,513,9,Loyal Customers
14241.0,184,1,1715.1,3,1,2,312,6,Potential Loyalist
14242.0,235,2,1425.13,2,1,2,212,5,At Risk
14243.0,9,15,18510.4,5,1,5,515,11,Loyal Customers
14245.0,177,5,11616.71,3,1,4,314,8,Potential Loyalist
14246.0,111,3,9631.6,4,1,4,414,9,Loyal Customers
14247.0,279,1,621.84,2,1,1,211,4,At Risk
14248.0,319,1,1355.5,1,1,1,111,3,At Risk
14249.0,239,1,46.529999999999994,2,1,1,211,4,At Risk
14250.0,8,3,11971.93,5,1,4,514,10,Loyal Customers
14251.0,2,5,16311.6,5,1,5,515,11,Loyal Customers
14253.0,176,1,42.67,3,1,1,311,5,At Risk
14255.0,339,1,6056.75,1,1,3,113,5,At Risk
14256.0,255,3,5160.07,2,1,3,213,6,Potential Loyalist
14257.0,52,7,23921.3,5,1,5,515,11,Loyal Customers
14258.0,10,10,75195.04,5,1,5,515,11,Loyal Customers
14259.0,142,1,819.92,4,1,1,411,6,Potential Loyalist
14261.0,51,2,4976.54,5,1,3,513,9,Loyal Customers
14262.0,9,8,17658.899999999998,5,1,5,515,11,Loyal Customers
14264.0,155,3,1003.88,3,1,1,311,5,At Risk
14265.0,110,3,3941.16,4,1,3,413,8,Potential Loyalist
14267.0,151,7,6035.97,3,1,3,313,7,Potential Loyalist
14270.0,37,2,2537.47,5,1,2,512,8,Potential Loyalist
14271.0,226,1,1017.0999999999999,2,1,1,211,4,At Risk
14272.0,74,2,6466.18,5,1,3,513,9,Loyal Customers
14273.0,52,4,2474.77,5,1,2,512,8,Potential Loyalist
14276.0,89,6,11782.24,4,1,4,414,9,Loyal Customers
14277.0,16,4,16686.1,5,1,5,515,11,Loyal Customers
14280.0,197,1,670.33,3,1,1,311,5,At Risk
14282.0,4,15,24796.899999999998,5,1,5,515,11,Loyal Customers
14284.0,31,3,2202.16,5,1,2,512,8,Potential Loyalist
14285.0,22,5,8901.89,5,1,4,514,10,Loyal Customers
14286.0,24,6,51983.79,5,1,5,515,11,Loyal Customers
14287.0,9,4,2310.63,5,1,2,512,8,Potential Loyalist
14288.0,213,2,2340.98,3,1,2,312,6,Potential Loyalist
14289.0,9,6,3789.48,5,1,3,513,9,Loyal Customers
14290.0,12,6,11000.38,5,1,4,514,10,Loyal Customers
14291.0,2,13,34297.8,5,1,5,515,11,Loyal Customers
14292.0,8,13,17749.61,5,1,5,515,11,Loyal Customers
14293.0,4,4,6579.12,5,1,3,513,9,Loyal Customers
14295.0,41,2,1012.2,5,1,1,511,7,Potential Loyalist
14297.0,18,5,7595.91,5,1,4,514,10,Loyal Customers
14298.0,4,45,633533.19,5,1,5,515,11,Loyal Customers
14299.0,9,19,22565.55,5,1,5,515,11,Loyal Customers
14300.0,19,2,830.16,5,1,1,511,7,Potential Loyalist
14301.0,108,2,6798.2699999999995,4,1,4,414,9,Loyal Customers
14304.0,223,2,755.54,3,1,1,311,5,At Risk
14305.0,54,6,17884.69,5,1,5,515,11,Loyal Customers
14306.0,52,3,13009.39,5,1,4,514,10,Loyal Customers
14307.0,89,6,23794.13,4,1,5,415,10,Loyal Customers
14309.0,9,10,17735.57,5,1,5,515,11,Loyal Customers
14311.0,226,2,1516.53,2,1,2,212,5,At Risk
14312.0,47,6,11767.539999999999,5,1,4,514,10,Loyal Customers
14314.0,107,1,3156.88,4,1,2,412,7,Potential Loyalist
14315.0,22,7,10568.24,5,1,4,514,10,Loyal Customers
14316.0,284,1,242.03,2,1,1,211,4,At Risk
14317.0,65,1,2829.64,5,1,2,512,8,Potential Loyalist
14320.0,207,3,2801.35,3,1,2,312,6,Potential Loyalist
14321.0,11,6,26875.24,5,1,5,515,11,Loyal Customers
14323.0,115,5,4098.41,4,1,3,413,8,Potential Loyalist
14326.0,235,2,1185.6499999999999,2,1,1,211,4,At Risk
14327.0,164,1,1743.96,3,1,2,312,6,Potential Loyalist
14329.0,9,14,33634.27,5,1,5,515,11,Loyal Customers
14331.0,125,2,2937.63,4,1,2,412,7,Potential Loyalist
14332.0,16,4,5692.03,5,1,3,513,9,Loyal Customers
14333.0,65,2,893.1800000000001,5,1,1,511,7,Potential Loyalist
14334.0,17,9,19703.27,5,1,5,515,11,Loyal Customers
14335.0,17,2,4047.7799999999997,5,1,3,513,9,Loyal Customers
14336.0,17,4,16265.33,5,1,5,515,11,Loyal Customers
14338.0,159,4,3940.23,3,1,3,313,7,Potential Loyalist
14339.0,235,4,1848.6,2,1,2,212,5,At Risk
14340.0,165,2,1229.6,3,1,1,311,5,At Risk
14341.0,46,9,14360.19,5,1,4,514,10,Loyal Customers
